transaction_id,customer_id,transaction_amount,recovery_probability,priority_score,priority,recommended_channel,strategy,recovery_action,expected_recovery_value,reason,message,recovered,money_recovered,probability_bucket
txn_001832,cust_0062,27107.6,0.8418,0.7337,MEDIUM,sms,standard_recovery,payment_recovery,22819.18,"MEDIUM priority because of high recovery probability, high customer reliability.","Hi! We noticed an issue with your payment of ₹27,107.60. Please review your payment and try again.",0,0.0,80-90%
txn_001833,cust_0778,42946.38,0.6583,0.7826,HIGH,whatsapp,assisted_recovery,retry_payment,28271.6,HIGH priority because of moderate recovery probability.,"Hi! Your payment of ₹42,946.38 could not be completed. Please try the payment again using your preferred payment method.

Reply to this message if you need help.",1,42946.38,60-70%
txn_001835,cust_0222,13334.56,0.8349,0.833,HIGH,whatsapp,aggressive_recovery,payment_reminder,11133.02,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹13,334.56 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,13334.56,80-90%
txn_001837,cust_0152,31095.02,0.8747,0.9456,HIGH,sms,aggressive_recovery,payment_reminder,27198.81,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹31,095.02 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",0,0.0,80-90%
txn_001838,cust_0449,38037.86,0.8828,1.0411,HIGH,email,aggressive_recovery,payment_reminder,33579.82,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹38,037.86 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,38037.86,80-90%
txn_001839,cust_0262,6887.04,0.7833,0.6872,MEDIUM,email,standard_recovery,payment_reminder,5394.62,"MEDIUM priority because of moderate recovery probability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹6,887.04 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,6887.04,70-80%
txn_001840,cust_0269,16026.47,0.6836,0.6323,MEDIUM,whatsapp,standard_recovery,subscription_reactivation,10955.69,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹16,026.47 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,16026.47,60-70%
txn_001844,cust_0106,43840.34,0.7591,0.8701,HIGH,sms,assisted_recovery,payment_reminder,33279.2,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹43,840.34 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,43840.34,70-80%
txn_001845,cust_0516,45528.02,0.7472,0.86,HIGH,sms,assisted_recovery,checkout_reminder,34018.54,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹45,528.02. Complete your checkout whenever you're ready.",1,45528.02,70-80%
txn_001846,cust_0034,49005.67,0.8845,1.1037,HIGH,whatsapp,aggressive_recovery,payment_reminder,43345.52,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! We noticed that your payment of ₹49,005.67 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",0,0.0,80-90%
txn_001848,cust_0190,49278.82,0.8087,0.9664,HIGH,email,aggressive_recovery,payment_reminder,39851.78,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹49,278.82 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,49278.82,80-90%
txn_001849,cust_0679,29004.67,0.8844,0.9504,HIGH,whatsapp,aggressive_recovery,retry_payment,25651.73,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹29,004.67 could not be completed. Please try the payment again using your preferred payment method.

Reply to this message if you need help.",1,29004.67,80-90%
txn_001853,cust_0673,2713.02,0.8088,0.8118,HIGH,sms,aggressive_recovery,subscription_reactivation,2194.29,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹2,713.02 needs attention. Please update your payment details to reactivate your subscription.",1,2713.02,80-90%
txn_001854,cust_0275,41191.82,0.7902,0.929,HIGH,whatsapp,assisted_recovery,mandate_reactivation,32549.78,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",0,0.0,70-80%
txn_001856,cust_0543,41038.88,0.8376,0.7912,HIGH,sms,aggressive_recovery,subscription_reactivation,34374.17,HIGH priority because of high recovery probability.,"Hi! Your subscription payment of ₹41,038.88 needs attention. Please update your payment details to reactivate your subscription.",1,41038.88,80-90%
txn_001858,cust_0032,16619.87,0.9208,0.9716,HIGH,whatsapp,aggressive_recovery,mandate_reactivation,15303.58,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",0,0.0,90-100%
txn_001861,cust_0341,28990.21,0.8328,0.8905,HIGH,email,aggressive_recovery,checkout_reminder,24143.05,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹28,990.21. Complete your checkout whenever you're ready.",1,28990.21,80-90%
txn_001862,cust_0005,25250.51,0.7285,0.8944,HIGH,email,assisted_recovery,authentication_retry,18395.0,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your payment of ₹25,250.51 requires another authentication attempt. Please retry the payment to complete your transaction.",1,25250.51,70-80%
txn_001863,cust_0079,47616.88,0.8139,0.9978,HIGH,sms,aggressive_recovery,payment_reminder,38755.38,"HIGH priority because of high recovery probability, strong contactability.","Hi! We noticed that your payment of ₹47,616.88 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,47616.88,80-90%
txn_001864,cust_0054,42410.81,0.9106,1.0882,HIGH,email,aggressive_recovery,payment_reminder,38619.28,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹42,410.81 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,42410.81,90-100%
txn_001865,cust_0616,33725.53,0.6021,0.7905,HIGH,email,assisted_recovery,checkout_reminder,20306.14,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹33,725.53. Complete your checkout whenever you're ready.",1,33725.53,60-70%
txn_001870,cust_0330,26589.64,0.6164,0.5677,MEDIUM,whatsapp,standard_recovery,mandate_reactivation,16389.85,MEDIUM priority because of moderate recovery probability.,"Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",1,26589.64,60-70%
txn_001871,cust_0277,19456.13,0.7266,0.8049,HIGH,sms,assisted_recovery,mandate_reactivation,14136.82,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.",Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,1,19456.13,70-80%
txn_001873,cust_0703,15570.89,0.8266,0.8773,HIGH,sms,aggressive_recovery,subscription_reactivation,12870.9,"HIGH priority because of high recovery probability, strong contactability, low recovery friction.","Hi! Your subscription payment of ₹15,570.89 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,80-90%
txn_001874,cust_0300,39451.32,0.7984,0.8246,HIGH,whatsapp,assisted_recovery,mandate_reactivation,31497.93,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",1,39451.32,70-80%
txn_001876,cust_0405,32186.45,0.7167,0.8148,HIGH,email,assisted_recovery,payment_reminder,23068.03,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹32,186.45 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,32186.45,70-80%
txn_001877,cust_0448,33010.38,0.7699,0.8458,HIGH,whatsapp,assisted_recovery,authentication_retry,25414.69,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹33,010.38 requires another authentication attempt. Please retry the payment to complete your transaction.

Reply to this message if you need help.",1,33010.38,70-80%
txn_001878,cust_0448,37287.08,0.8553,0.9058,HIGH,sms,aggressive_recovery,retry_payment,31891.64,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹37,287.08 could not be completed. Please try the payment again using your preferred payment method.",1,37287.08,80-90%
txn_001880,cust_0033,41092.11,0.8661,0.9089,HIGH,email,aggressive_recovery,payment_reminder,35589.88,"HIGH priority because of high recovery probability, high customer reliability, low recovery friction.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹41,092.11 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,41092.11,80-90%
txn_001881,cust_0202,40261.18,0.6134,0.8592,HIGH,whatsapp,assisted_recovery,retry_payment,24696.21,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! Your payment of ₹40,261.18 could not be completed. Please try the payment again using your preferred payment method.

Reply to this message if you need help.",0,0.0,60-70%
txn_001882,cust_0124,16630.69,0.8884,0.8611,HIGH,sms,aggressive_recovery,subscription_reactivation,14774.7,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹16,630.69 needs attention. Please update your payment details to reactivate your subscription.",1,16630.69,80-90%
txn_001883,cust_0220,18436.1,0.6178,0.6945,MEDIUM,whatsapp,standard_recovery,checkout_reminder,11389.82,"MEDIUM priority because of moderate recovery probability, strong contactability.","Hi! You were almost done with your purchase of ₹18,436.10. Complete your checkout whenever you're ready.

Reply to this message if you need help.",1,18436.1,60-70%
txn_001885,cust_0273,33902.06,0.9078,0.9534,HIGH,email,aggressive_recovery,mandate_reactivation,30776.29,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.",1,33902.06,90-100%
txn_001886,cust_0385,12605.13,0.7019,0.6348,MEDIUM,sms,standard_recovery,subscription_reactivation,8847.54,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹12,605.13 needs attention. Please update your payment details to reactivate your subscription.",1,12605.13,70-80%
txn_001889,cust_0055,48174.63,0.7438,0.8742,HIGH,sms,assisted_recovery,subscription_reactivation,35832.29,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹48,174.63 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,70-80%
txn_001890,cust_0200,26060.31,0.7005,0.8331,HIGH,email,assisted_recovery,authentication_retry,18255.25,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your payment of ₹26,060.31 requires another authentication attempt. Please retry the payment to complete your transaction.",0,0.0,70-80%
txn_001892,cust_0792,24867.7,0.8397,0.8982,HIGH,whatsapp,aggressive_recovery,subscription_reactivation,20881.41,"HIGH priority because of high recovery probability, high customer intent, strong contactability.","Hi! Your subscription payment of ₹24,867.70 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,24867.7,80-90%
txn_001893,cust_0194,8125.35,0.7732,0.707,MEDIUM,whatsapp,standard_recovery,subscription_reactivation,6282.52,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹8,125.35 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,8125.35,70-80%
txn_001895,cust_0654,19786.9,0.7604,0.8452,HIGH,email,assisted_recovery,subscription_reactivation,15045.96,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹19,786.90 needs attention. Please update your payment details to reactivate your subscription.",1,19786.9,70-80%
txn_001897,cust_0700,49006.14,0.8291,1.0925,HIGH,whatsapp,aggressive_recovery,checkout_reminder,40630.99,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability, low recovery friction.","Hi! You were almost done with your purchase of ₹49,006.14. Complete your checkout whenever you're ready.

Reply to this message if you need help.",1,49006.14,80-90%
txn_001900,cust_0771,1355.97,0.7775,0.637,MEDIUM,email,standard_recovery,subscription_reactivation,1054.27,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹1,355.97 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,70-80%
txn_001901,cust_0366,12238.31,0.917,0.8602,HIGH,email,aggressive_recovery,payment_reminder,11222.53,"HIGH priority because of high recovery probability, high customer intent, high customer reliability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹12,238.31 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,12238.31,90-100%
txn_001902,cust_0135,10328.6,0.7995,0.7039,MEDIUM,sms,standard_recovery,retry_payment,8257.72,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your payment of ₹10,328.60 could not be completed. Please try the payment again using your preferred payment method.",1,10328.6,70-80%
txn_001903,cust_0352,44170.77,0.7212,0.8339,HIGH,sms,assisted_recovery,retry_payment,31855.96,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹44,170.77 could not be completed. Please try the payment again using your preferred payment method.",1,44170.77,70-80%
txn_001905,cust_0747,35614.12,0.8433,0.8629,HIGH,sms,aggressive_recovery,subscription_reactivation,30033.39,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹35,614.12 needs attention. Please update your payment details to reactivate your subscription.",1,35614.12,80-90%
txn_001906,cust_0361,9916.63,0.7959,0.7069,MEDIUM,sms,standard_recovery,retry_payment,7892.65,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your payment of ₹9,916.63 could not be completed. Please try the payment again using your preferred payment method.",0,0.0,70-80%
txn_001907,cust_0220,36284.98,0.4957,0.6325,MEDIUM,email,standard_recovery,checkout_reminder,17986.46,MEDIUM priority because of low recovery probability.,"Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹36,284.98. Complete your checkout whenever you're ready.",1,36284.98,<50%
txn_001908,cust_0327,17865.11,0.5792,0.5989,MEDIUM,sms,standard_recovery,mandate_reactivation,10347.47,MEDIUM priority because of low recovery probability.,Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,0,0.0,50-60%
txn_001910,cust_0328,34094.69,0.7928,0.845,HIGH,email,assisted_recovery,retry_payment,27030.27,"HIGH priority because of moderate recovery probability, high customer reliability, low recovery friction.","Subject: Action needed for your payment

Hi! Your payment of ₹34,094.69 could not be completed. Please try the payment again using your preferred payment method.",0,0.0,70-80%
txn_001913,cust_0320,2650.09,0.7246,0.7244,MEDIUM,email,standard_recovery,subscription_reactivation,1920.26,"MEDIUM priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹2,650.09 needs attention. Please update your payment details to reactivate your subscription.",1,2650.09,70-80%
txn_001915,cust_0710,33960.91,0.7273,0.7627,HIGH,whatsapp,assisted_recovery,subscription_reactivation,24699.77,"HIGH priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹33,960.91 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,33960.91,70-80%
txn_001917,cust_0147,12535.75,0.7765,0.7775,HIGH,whatsapp,assisted_recovery,subscription_reactivation,9734.01,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹12,535.75 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,12535.75,70-80%
txn_001919,cust_0213,34549.84,0.8447,0.9343,HIGH,whatsapp,aggressive_recovery,payment_reminder,29184.25,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹34,549.84 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,34549.84,80-90%
txn_001921,cust_0378,6478.37,0.8706,0.7819,HIGH,email,aggressive_recovery,payment_recovery,5640.07,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed an issue with your payment of ₹6,478.37. Please review your payment and try again.",1,6478.37,80-90%
txn_001922,cust_0314,21920.28,0.7994,0.8224,HIGH,email,assisted_recovery,payment_reminder,17523.07,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹21,920.28 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,21920.28,70-80%
txn_001923,cust_0658,43109.15,0.8572,0.8135,HIGH,whatsapp,aggressive_recovery,payment_reminder,36953.16,"HIGH priority because of high recovery probability, high customer reliability.","Hi! We noticed that your payment of ₹43,109.15 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,43109.15,80-90%
txn_001925,cust_0284,24865.53,0.7836,0.746,MEDIUM,sms,standard_recovery,subscription_reactivation,19484.63,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹24,865.53 needs attention. Please update your payment details to reactivate your subscription.",1,24865.53,70-80%
txn_001926,cust_0245,46519.72,0.815,1.0689,HIGH,whatsapp,aggressive_recovery,subscription_reactivation,37913.57,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! Your subscription payment of ₹46,519.72 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,46519.72,80-90%
txn_001929,cust_0133,31875.24,0.758,0.8755,HIGH,whatsapp,assisted_recovery,checkout_reminder,24161.43,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! You were almost done with your purchase of ₹31,875.24. Complete your checkout whenever you're ready.

Reply to this message if you need help.",0,0.0,70-80%
txn_001932,cust_0490,32751.08,0.7053,0.7023,MEDIUM,whatsapp,standard_recovery,subscription_reactivation,23099.34,MEDIUM priority because of moderate recovery probability.,"Hi! Your subscription payment of ₹32,751.08 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,32751.08,70-80%
txn_001933,cust_0248,27498.12,0.6713,0.7256,MEDIUM,whatsapp,standard_recovery,checkout_reminder,18459.49,"MEDIUM priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹27,498.12. Complete your checkout whenever you're ready.

Reply to this message if you need help.",1,27498.12,60-70%
txn_001934,cust_0379,38421.65,0.7818,0.7225,MEDIUM,email,standard_recovery,subscription_reactivation,30038.05,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹38,421.65 needs attention. Please update your payment details to reactivate your subscription.",1,38421.65,70-80%
txn_001936,cust_0619,3567.79,0.6696,0.5874,MEDIUM,email,standard_recovery,subscription_reactivation,2388.99,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹3,567.79 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,60-70%
txn_001938,cust_0595,36869.61,0.6742,0.8771,HIGH,sms,assisted_recovery,payment_reminder,24857.49,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! We noticed that your payment of ₹36,869.61 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,36869.61,60-70%
txn_001940,cust_0578,41328.0,0.6468,0.8734,HIGH,sms,assisted_recovery,payment_reminder,26730.95,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹41,328.00 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,41328.0,60-70%
txn_001941,cust_0272,21252.89,0.9059,0.8842,HIGH,whatsapp,aggressive_recovery,payment_reminder,19252.99,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! We noticed that your payment of ₹21,252.89 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,21252.89,90-100%
txn_001942,cust_0476,27508.9,0.6963,0.7266,MEDIUM,sms,standard_recovery,subscription_reactivation,19154.45,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! Your subscription payment of ₹27,508.90 needs attention. Please update your payment details to reactivate your subscription.",1,27508.9,60-70%
txn_001944,cust_0281,22488.27,0.7491,0.6994,MEDIUM,email,standard_recovery,subscription_reactivation,16845.96,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹22,488.27 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,70-80%
txn_001945,cust_0559,37948.95,0.8021,0.9087,HIGH,email,aggressive_recovery,subscription_reactivation,30438.85,"HIGH priority because of high recovery probability, strong contactability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹37,948.95 needs attention. Please update your payment details to reactivate your subscription.",0,0.0,80-90%
txn_001946,cust_0653,12484.86,0.6957,0.8317,HIGH,sms,assisted_recovery,payment_reminder,8685.72,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! We noticed that your payment of ₹12,484.86 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,12484.86,60-70%
txn_001948,cust_0381,2785.08,0.9292,0.8784,HIGH,email,aggressive_recovery,subscription_reactivation,2587.9,"HIGH priority because of high recovery probability, high customer intent, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! Your subscription payment of ₹2,785.08 needs attention. Please update your payment details to reactivate your subscription.",1,2785.08,90-100%
txn_001950,cust_0651,20418.4,0.8012,0.7646,HIGH,sms,aggressive_recovery,retry_payment,16359.22,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹20,418.40 could not be completed. Please try the payment again using your preferred payment method.",1,20418.4,80-90%
txn_001951,cust_0424,23153.13,0.5959,0.7016,MEDIUM,sms,standard_recovery,payment_reminder,13796.95,"MEDIUM priority because of low recovery probability, strong contactability.","Hi! We noticed that your payment of ₹23,153.13 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,23153.13,50-60%
txn_001952,cust_0445,26286.94,0.5225,0.699,MEDIUM,sms,standard_recovery,retry_payment,13734.93,"MEDIUM priority because of low recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹26,286.94 could not be completed. Please try the payment again using your preferred payment method.",0,0.0,50-60%
txn_001954,cust_0136,5682.66,0.7814,0.5656,MEDIUM,email,standard_recovery,checkout_reminder,4440.43,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹5,682.66. Complete your checkout whenever you're ready.",1,5682.66,70-80%
txn_001955,cust_0268,18825.22,0.8865,0.9722,HIGH,sms,aggressive_recovery,retry_payment,16688.56,"HIGH priority because of high recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! Your payment of ₹18,825.22 could not be completed. Please try the payment again using your preferred payment method.",0,0.0,80-90%
txn_001957,cust_0004,37436.03,0.817,0.9674,HIGH,email,aggressive_recovery,payment_reminder,30585.24,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹37,436.03 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,37436.03,80-90%
txn_001959,cust_0126,14482.11,0.7014,0.6802,MEDIUM,sms,standard_recovery,mandate_reactivation,10157.75,"MEDIUM priority because of moderate recovery probability, high customer reliability, strong contactability.",Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,1,14482.11,70-80%
txn_001960,cust_0308,37847.96,0.7141,0.8117,HIGH,whatsapp,assisted_recovery,authentication_retry,27027.23,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.","Hi! Your payment of ₹37,847.96 requires another authentication attempt. Please retry the payment to complete your transaction.

Reply to this message if you need help.",0,0.0,70-80%
txn_001962,cust_0426,25107.33,0.7409,0.8427,HIGH,whatsapp,assisted_recovery,mandate_reactivation,18602.02,"HIGH priority because of moderate recovery probability, strong contactability, low recovery friction.","Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.

Reply to this message if you need help.",1,25107.33,70-80%
txn_001963,cust_0658,21680.52,0.8777,0.8711,HIGH,whatsapp,aggressive_recovery,subscription_reactivation,19028.99,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹21,680.52 needs attention. Please update your payment details to reactivate your subscription.

Reply to this message if you need help.",1,21680.52,80-90%
txn_001965,cust_0133,37849.34,0.7399,0.8345,HIGH,sms,assisted_recovery,mandate_reactivation,28004.73,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability.",Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,1,37849.34,70-80%
txn_001966,cust_0020,26395.07,0.6572,0.8407,HIGH,sms,assisted_recovery,payment_reminder,17346.84,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! We noticed that your payment of ₹26,395.07 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,26395.07,60-70%
txn_001967,cust_0501,27231.94,0.7754,0.8559,HIGH,whatsapp,assisted_recovery,payment_recovery,21115.65,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Hi! We noticed an issue with your payment of ₹27,231.94. Please review your payment and try again.

Reply to this message if you need help.",1,27231.94,70-80%
txn_001969,cust_0259,12139.63,0.7501,0.6921,MEDIUM,email,standard_recovery,payment_reminder,9105.94,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Subject: Action needed for your payment

Hi! We noticed that your payment of ₹12,139.63 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.",1,12139.63,70-80%
txn_001971,cust_0449,3372.71,0.9241,0.873,HIGH,sms,aggressive_recovery,subscription_reactivation,3116.72,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! Your subscription payment of ₹3,372.71 needs attention. Please update your payment details to reactivate your subscription.",1,3372.71,90-100%
txn_001973,cust_0672,7308.16,0.6471,0.5967,MEDIUM,whatsapp,standard_recovery,payment_reminder,4729.11,"MEDIUM priority because of moderate recovery probability, high customer reliability.","Hi! We noticed that your payment of ₹7,308.16 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",1,7308.16,60-70%
txn_001975,cust_0763,25764.68,0.8212,0.8676,HIGH,sms,aggressive_recovery,mandate_reactivation,21157.96,"HIGH priority because of high recovery probability, strong contactability.",Hi! Your recurring payment mandate needs to be reactivated. Please complete the required steps to continue your service.,1,25764.68,80-90%
txn_001978,cust_0057,21550.68,0.7142,0.8709,HIGH,email,assisted_recovery,checkout_reminder,15391.5,"HIGH priority because of moderate recovery probability, high customer reliability, strong contactability, low recovery friction.","Subject: Action needed for your payment

Hi! You were almost done with your purchase of ₹21,550.68. Complete your checkout whenever you're ready.",1,21550.68,70-80%
txn_001980,cust_0269,40179.51,0.8099,0.9462,HIGH,sms,aggressive_recovery,checkout_reminder,32541.39,"HIGH priority because of high recovery probability, high customer reliability, strong contactability.","Hi! You were almost done with your purchase of ₹40,179.51. Complete your checkout whenever you're ready.",1,40179.51,80-90%
txn_001981,cust_0204,13026.11,0.7525,0.7566,HIGH,whatsapp,assisted_recovery,payment_reminder,9802.15,"HIGH priority because of moderate recovery probability, strong contactability.","Hi! We noticed that your payment of ₹13,026.11 is still pending. Please complete your payment to continue your purchase. If you need any help, we're happy to assist.

Reply to this message if you need help.",0,0.0,70-80%
